date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:04	65452/65452	---M--	200	added ('OK')	font/woff	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont.woff?v=4.2.0	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont78ce.woff	(from https://www.projetgalilee.tg/galileesite/css/font-awesome.min.css)
15:37:04	112160/112160	---M--	200	added ('OK')	font/ttf	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont.ttf?v=4.2.0	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont78ce.ttf	(from https://www.projetgalilee.tg/galileesite/css/font-awesome.min.css)
15:37:05	10163/10163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2015:37:05%20GMT	https://www.projetgalilee.tg/galileesite/css/ajax-loader.gif	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/css/ajax-loader.gif	(from https://www.projetgalilee.tg/galileesite/css/slick.css)
15:37:06	287007/287007	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont.svg?v=4.2.0	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont78ce.svg	(from https://www.projetgalilee.tg/galileesite/css/font-awesome.min.css)
15:37:06	1283/1283	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/img/prev_icon.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/img/prev_icon.png	(from https://www.projetgalilee.tg/galileesite/css/slick.css)
15:37:06	1377/1377	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/img/next_icon.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/img/next_icon.png	(from https://www.projetgalilee.tg/galileesite/css/slick.css)
15:37:06	10163/10163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2015:37:06%20GMT	https://www.projetgalilee.tg/galileesite/images/loading.gif	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/images/loading.gif	(from https://www.projetgalilee.tg/galileesite/css/elastic_grid.css)
15:37:07	10163/10163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2015:37:07%20GMT	https://www.projetgalilee.tg/galileesite/images/nav.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/images/nav.png	(from https://www.projetgalilee.tg/galileesite/css/elastic_grid.css)
15:37:07	10163/10163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2015:37:07%20GMT	https://www.projetgalilee.tg/galileesite/img/status.GIF	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/img/status.GIF	(from https://www.projetgalilee.tg/galileesite/style.css)
15:37:08	10163/10163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2015:37:08%20GMT	https://www.projetgalilee.tg/galileesite/img/skills_bg.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/img/skills_bg.jpg	(from https://www.projetgalilee.tg/galileesite/style.css)
